Mod:Item:MetaData, Localized Name
enderio:blockFusedQuartz_enlightenedFusedQuartz:4, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:5, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:6, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:7, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:8, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:9, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:10, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:11, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:12, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:13, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:14, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:15, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedGlass:1, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:2, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:3, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:4, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:5, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:6, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:7, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:8, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:9, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:10, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:11, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:12, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:13, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:14, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:15, Enlightened Clear Glass
enderio:blockFusedQuartz_darkFusedQuartz:1, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:2, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:3, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:4, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:5, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:6, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:7, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:8, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:9, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:10, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:11, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:12, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:13, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:14, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:15, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedGlass:1, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:2, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:3, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:4, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:5, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:6, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:7, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:8, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:9, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:10, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:11, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:12, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:13, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:14, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:15, Dark Clear Glass
enderio:blockDarkIronBars, Dark Iron Bars
enderio:blockDarkSteelTrapdoor, Dark Steel Trapdoor
enderio:blockStirlingGenerator, Stirling Generator
enderio:blockCombustionGenerator, Combustion Generator
enderio:blockZombieGenerator, Zombie Generator
enderio:blockReservoir, Reservoir
enderio:blockAlloySmelter, Alloy Smelter
enderio:blockSolarPanel:0, Photovoltaic Cell
enderio:blockSolarPanel:1, Advanced Photovoltaic Cell
enderio:blockSolarPanel:2, Vibrant Photovoltaic Cell
enderio:blockCapBank:0, Creative Capacitor Bank
enderio:blockCapBank:1, Basic Capacitor Bank
enderio:blockCapBank:1, Basic Capacitor Bank
enderio:blockCapBank:2, Capacitor Bank
enderio:blockCapBank:2, Capacitor Bank
enderio:blockCapBank:3, Vibrant Capacitor Bank
enderio:blockCapBank:3, Vibrant Capacitor Bank
enderio:blockSagMill, SAG Mill
enderio:blockPowerMonitor, Power Monitor
enderio:blockPowerMonitorv2, Graphical Power Monitor
enderio:blockVat, The Vat
enderio:blockFarmStation, Farming Station
enderio:blockTank:0, Fluid Tank
enderio:blockTank:1, Pressurized Fluid Tank
enderio:blockCrafter, Crafter
enderio:blockVacuumChest, Vacuum Chest
enderio:blockXPVacuum, XP Vacuum
enderio:blockWirelessCharger, Wireless Charger
enderio:blockEnchanter, Enchanter
enderio:blockSoulBinder, Soul Binder
enderio:blockSliceAndSplice, Slice'N'Splice
enderio:blockAttractor, Attractor Obelisk
enderio:blockSpawnGuard, Aversion Obelisk
enderio:blockSpawnRelocator, Relocator Obelisk
enderio:blockExperienceObelisk, Experience Obelisk
enderio:blockWeatherObelisk, Weather Obelisk
enderio:blockInhibitorObelisk, Inhibitor Obelisk
enderio:blockTransceiver, Dimensional Transceiver
enderio:blockBuffer:0, Item Buffer
enderio:blockBuffer:1, Power Buffer
enderio:blockBuffer:2, Omni Buffer
enderio:blockBuffer:3, Creative Buffer
enderio:blockInventoryPanel, Inventory Panel
enderio:blockInventoryChest:0, Tiny Inventory System Storage
enderio:blockInventoryChest:1, Small Inventory System Storage
enderio:blockInventoryChest:2, Medium Inventory System Storage
enderio:blockInventoryChest:3, Big Inventory System Storage
enderio:blockInventoryChest:4, Large Inventory System Storage
enderio:blockInventoryChest:5, Huge Inventory System Storage
enderio:blockInventoryChest:6, Enormous Inventory System Storage
enderio:blockInventoryChest:7, Inventory System Storage Warehouse
enderio:blockInventoryChest:8, Inventory System Storage Extended Warehouse
enderio:blockPoweredSpawner, Powered Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:blockKillerJoe, Killer Joe
enderio:blockElectricLight:0, Powered Light
enderio:blockElectricLight:1, Powered Light (Inverted)
enderio:blockElectricLight:2, Light
enderio:blockElectricLight:3, Light (Inverted)
enderio:blockElectricLight:4, Wireless Powered Light
enderio:blockElectricLight:5, Wireless Powered Light (Inverted)
enderio:blockLightNode, tile.blockLightNode.name
enderio:blockDarkSteelAnvil:0, Dark Steel Anvil
enderio:blockDarkSteelAnvil:1, Slightly Damaged Dark Steel Anvil
enderio:blockDarkSteelAnvil:2, Very Damaged Dark Steel Anvil
enderio:blockDarkSteelLadder, Dark Steel Ladder
enderio:blockReinforcedObsidian, Reinforced Obsidian
enderio:blockIngotStorage:0, Electrical Steel Block
enderio:blockIngotStorage:1, Energetic Alloy Block
enderio:blockIngotStorage:2, Vibrant Alloy Block
enderio:blockIngotStorage:3, Redstone Alloy Block
enderio:blockIngotStorage:4, Conductive Iron Block
enderio:blockIngotStorage:5, Pulsating Iron Block
enderio:blockIngotStorage:6, Dark Steel Block
enderio:blockIngotStorage:7, Soularium Block
enderio:blockSelfResettingLever10, Self-resetting lever (10 seconds)
enderio:blockSelfResettingLever30, Self-resetting lever (30 seconds)
enderio:blockSelfResettingLever60, Self-resetting lever (1 Minute)
enderio:blockSelfResettingLever300, Self-resetting lever (5 Minutes)
enderio:blockDecoration1:0, Machine Chassis (decoration block)
enderio:blockDecoration1:1, Blank Machine (decoration block)
enderio:blockDecoration1:2, Machine Tops (decoration block)
enderio:blockDecoration1:3, Machine Sides (decoration block)
enderio:blockDecoration1:4, Machine Backs (decoration block)
enderio:blockDecoration1:5, Machine with sides (decoration block)
enderio:blockDecoration1:6, Machine width backs (decoration block)
enderio:blockDecoration1:7, Blank Soul Machine (decoration block)
enderio:blockDecoration1:8, Soul Machine Tops (decoration block)
enderio:blockDecoration1:9, Soul Machine Sides (decoration block)
enderio:blockDecoration1:10, Soul Machine Backs (decoration block)
enderio:blockDecoration1:11, Soul Machine with sides (decoration block)
enderio:blockDecoration1:12, Soul Machine width backs (decoration block)
enderio:blockDecoration1:13, Red Machine (decoration block)
enderio:blockDecoration1:14, Broken Spawner (decoration block)
enderio:blockDecoration1:15, Invisible Block (decoration block)
enderio:blockDecoration2:0, Alloy Smelter (decoration block)
enderio:blockDecoration2:1, Item Buffer (decoration block)
enderio:blockDecoration2:2, Power Buffer (decoration block)
enderio:blockDecoration2:3, Omni Buffer (decoration block)
enderio:blockDecoration2:4, Creative Buffer (decoration block)
enderio:blockDecoration2:5, Crafter (decoration block)
enderio:blockDecoration2:6, Painting Machine (decoration block)
enderio:blockDecoration2:7, Power Monitor (decoration block)
enderio:blockDecoration2:8, SAG Mill (decoration block)
enderio:blockDecoration2:9, Slice'N'Splice (decoration block)
enderio:blockDecoration2:10, Stirling Generator (decoration block)
enderio:blockDecoration2:11, Fluid Tank (decoration block)
enderio:blockDecoration2:12, Pressurized Fluid Tank (decoration block)
enderio:blockDecoration2:13, Travel Anchor (decoration block)
enderio:blockDecoration2:14, Vacuum Chest (decoration block)
enderio:blockDecoration2:15, Wireless Charger (decoration block)
enderio:blockPainter, Painting Machine
enderio:blockPaintedSlab, Painted Slab
enderio:blockPaintedStoneSlab, Painted Stone Slab
enderio:blockPaintedPressurePlate:1, Wooden Pressure Plate (Silent)
enderio:blockPaintedPressurePlate:3, Stone Pressure Plate (Silent)
enderio:blockPaintedPressurePlate:5, Weighted Pressure Plate (Heavy) (Silent)
enderio:blockPaintedPressurePlate:7, Weighted Pressure Plate (Light) (Silent)
enderio:blockPaintedPressurePlate:8, Dark Pressure Plate
enderio:blockPaintedPressurePlate:9, Dark Pressure Plate (Silent)
enderio:blockPaintedPressurePlate:10, Soularium Pressure Plate
enderio:blockPaintedPressurePlate:11, Soularium Pressure Plate (Silent)
enderio:blockPaintedPressurePlate:12, Soularium Pressure Plate (Tuned)
enderio:blockPaintedPressurePlate:13, Soularium Pressure Plate (Tuned) (Silent)
enderio:blockExitRail, Exit Rail
enderio:itemConduitProbe:0, Conduit Probe
enderio:itemYetaWrench, Yeta Wrench
enderio:itemXpTransfer:0, Experience Rod
enderio:blockTravelAnchor, Travel Anchor
enderio:blockTelePad, Telepad Block
enderio:blockDialingDevice, Dialing Device
enderio:itemCoordSelector, Coordinate Selector
enderio:itemLocationPrintout, Location Printout
enderio:itemTravelStaff:0, Staff of Traveling
enderio:itemTravelStaff:0, Staff of Traveling
enderio:itemRodOfReturn:0, Rod of Return
enderio:itemRodOfReturn:0, Rod of Return
enderio:blockEndermanSkull:0, Enderman Head
enderio:blockEndermanSkull:2, Tormented Enderman Head
enderio:itemSoulVessel, Soul Vial
enderio:itemFrankenSkull:0, Zombie Electrode
enderio:itemFrankenSkull:1, Z-Logic Controller
enderio:itemFrankenSkull:2, Frank'N'Zombie
enderio:itemFrankenSkull:3, Ender Resonator
enderio:itemFrankenSkull:4, Sentient Ender
enderio:itemFrankenSkull:5, Skeletal Contractor
enderio:itemEnderFood:0, "Enderios"
enderio:blockGauge, RF Gauge
enderio:itemRemoteInvAccess:0, Inventory Panel Remote
enderio:itemRemoteInvAccess:0, Inventory Panel Remote
enderio:itemRemoteInvAccess:1, Advanced Inventory Panel Remote
enderio:itemRemoteInvAccess:1, Advanced Inventory Panel Remote
enderio:itemRemoteInvAccess:2, Ender Inventory Panel Remote
enderio:itemRemoteInvAccess:2, Ender Inventory Panel Remote
enderio:blockInventoryPanelSensor, Inventory Sensor
enderio:itemGliderWing:0, Glider Wing
enderio:itemGliderWing:1, Glider Wings
enderio:darkSteel_helmet, Dark Helm
enderio:darkSteel_chestplate, Dark Plate
enderio:darkSteel_leggings, Dark Leggings
enderio:darkSteel_boots, Dark Boots
enderio:darkSteel_sword, The Ender
enderio:darkSteel_pickaxe, Dark Pick
enderio:darkSteel_axe, Dark Axe
enderio:darkSteelBow, Dark Bow
enderio:darkSteel_shears, Dark Shears
enderio:itemMagnet:0, Electromagnet
enderio:itemMagnet:0, Electromagnet
enderstorage:enderStorage:0, Ender Chest
enderstorage:enderStorage:1, Ender Tank
enderstorage:enderPouch, Ender Pouch
zerocore:debugTool, Debug Tool
bigreactors:brOre:0, Yellorite Ore
bigreactors:brOre:1, Anglesite Ore
bigreactors:brOre:2, Benitoite Ore
bigreactors:blockMetals:0, Yellorium Block
bigreactors:blockMetals:1, Cyanite Block
bigreactors:blockMetals:2, Graphite Block
bigreactors:blockMetals:3, Blutonium Block
bigreactors:blockMetals:4, Ludicrite Block
bigreactors:blockMetals:5, Steel Block
bigreactors:reactorCasing:0, Reactor Casing (Legacy)
bigreactors:reactorGlass:0, Reactor Glass (Legacy)
bigreactors:reactorController:0, Reactor Controller (Legacy)
bigreactors:reactorPowerTapRF:0, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorPowerTapTesla:0, Reactor Tesla Power Tap (Legacy)
bigreactors:reactorAccessPort:0, Reactor Access Port (Legacy)
bigreactors:reactorCoolantPort:0, Reactor Coolant Port (Legacy)
bigreactors:reactorControlRod:0, Reactor Control Rod (Legacy)
bigreactors:reactorRedNetPort:0, Reactor RedNet Port (Legacy)
bigreactors:reactorComputerPort:0, Reactor Computer Port (Legacy)
bigreactors:reactorRedstonePort:0, Reactor Redstone Port (Legacy)
bigreactors:reactorFuelRod:0, Reactor Fuel Rod (Legacy)
bigreactors:reactorCreativeCoolantPort:0, Reactor Creative Coolant Port (Legacy)
bigreactors:turbineGlass:0, Turbine Glass (Legacy)
bigreactors:turbineHousing:0, Turbine Housing (Legacy)
bigreactors:turbineController:0, Turbine Controller (Legacy)
bigreactors:turbinePowerTapRF:0, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinePowerTapTesla:0, Turbine Tesla Power Tap (Legacy)
bigreactors:turbineComputerPort:0, Turbine Computer Port (Legacy)
bigreactors:turbineFluidPort:0, Turbine Fluid Port (Legacy)
bigreactors:turbineBearing:0, Turbine Rotor Bearing (Legacy)
bigreactors:turbineRotorShaft:0, Turbine Rotor Shaft (Legacy)
bigreactors:turbineRotorBlade:0, Turbine Rotor Blade (Legacy)
bigreactors:turbineCreativeSteamGenerator:0, Turbine Creative Steam Generator (Legacy)
bigreactors:ingotMetals:0, Yellorium Ingot
bigreactors:ingotMetals:1, Cyanite Ingot
bigreactors:ingotMetals:2, Graphite Bar
bigreactors:ingotMetals:3, Blutonium Ingot
bigreactors:ingotMetals:4, Ludicrite Ingot
bigreactors:ingotMetals:5, Steel Ingot
bigreactors:dustMetals:0, Yellorium Dust
bigreactors:dustMetals:1, Cyanite Dust
bigreactors:dustMetals:2, Graphite Dust
bigreactors:dustMetals:3, Blutonium Dust
bigreactors:dustMetals:4, Ludicrite Dust
bigreactors:dustMetals:5, Steel Dust
bigreactors:minerals:0, Anglesite (PbSO4)
bigreactors:minerals:1, Benitoite (BaTiSi3O9)
bigreactors:reactorCasingCores:0, Reactor Casing Core (Legacy)
bigreactors:turbineHousingCores:0, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
hardcorequesting:item_barrel, Quest Delivery System
hardcorequesting:quest_tracker, Quest Tracking System
hardcorequesting:quest_portal, tile.hqm:quest_portal.name
hardcorequesting:quest_book, item.hqm:quest_book.name
hardcorequesting:hearts:0, Quarter of a heart
hardcorequesting:hearts:1, Half a heart
hardcorequesting:hearts:2, Three quarters of a heart
hardcorequesting:hearts:3, Full heart
hardcorequesting:hearts:4, Rotten heart
hardcorequesting:bags:0, Reward Bag
hardcorequesting:bags:1, Reward Bag
hardcorequesting:bags:2, Reward Bag
hardcorequesting:bags:3, Reward Bag
hardcorequesting:bags:4, Reward Bag
hardcorequesting:hqmInvalidItem, Invalid Item
ic2:te:1, Industrial TNT
ic2:te:2, Nuke
ic2:te:3, Generator
ic2:te:4, Geothermal Generator
ic2:te:5, Kinetic Generator
ic2:te:6, Radioisotope Thermoelectric Generator
ic2:te:7, Semifluid Generator
ic2:te:8, Solar Panel
ic2:te:9, Stirling Generator
ic2:te:10, Water Mill
ic2:te:11, Wind Mill
ic2:te:12, Electric Heater
ic2:te:13, Liquid Fuel Firebox
ic2:te:14, Radioisotope Heat Generator
ic2:te:15, Solid Fuel Firebox
ic2:te:16, Electric Motor
ic2:te:17, Manual Kinetic Generator
ic2:te:18, Steam Turbine
ic2:te:19, Stirling Kinetic Generator
ic2:te:20, Water Turbine
ic2:te:21, Wind Turbine
ic2:te:22, Nuclear Reactor
ic2:te:23, Reactor Access Hatch
ic2:te:24, Reactor Chamber
ic2:te:25, Reactor Fluid Port
ic2:te:26, Reactor Redstone Port
ic2:te:27, Condenser
ic2:te:28, Bottling Plant
ic2:te:29, Fluid Distributor
ic2:te:30, Fluid Regulator
ic2:te:31, Liquid Heat Exchanger
ic2:te:32, Pump
ic2:te:33, Solar Distiller
ic2:te:34, Steam Boiler
ic2:te:35, Item Buffer
ic2:te:36, Luminator
ic2:te:37, Magnetizer
ic2:te:38, Electric Sorting Machine
ic2:te:39, Teleporter
ic2:te:40, Terraformer
ic2:te:41, Tesla Coil
ic2:te:42, Fluid/Solid Canning Machine
ic2:te:43, Compressor
ic2:te:44, Electric Furnace
ic2:te:45, Extractor
ic2:te:46, Iron Furnace
ic2:te:47, Macerator
ic2:te:48, Recycler
ic2:te:49, Solid Canning Machine
ic2:te:50, Blast Furnace
ic2:te:51, Block Cutting Machine
ic2:te:52, Thermal Centrifuge
ic2:te:53, Fermenter
ic2:te:54, Induction Furnace
ic2:te:55, Metal Former
ic2:te:56, Ore Washing Plant
ic2:te:57, Advanced Miner
ic2:te:58, Crop Harvester
ic2:te:59, Crop-Matron
ic2:te:60, Miner
ic2:te:61, Mass Fabricator
ic2:te:62, Pattern Storage
ic2:te:63, Replicator
ic2:te:64, Scanner
ic2:te:65, Energy-O-Mat
ic2:te:66, Personal Safe
ic2:te:67, Trade-O-Mat
ic2:te:68, Charge Pad (BatBox)
ic2:te:68, Charge Pad (BatBox)
ic2:te:69, Charge Pad (CESU)
ic2:te:69, Charge Pad (CESU)
ic2:te:70, Charge Pad (MFE)
ic2:te:70, Charge Pad (MFE)
ic2:te:71, Charge Pad (MFSU)
ic2:te:71, Charge Pad (MFSU)
ic2:te:72, BatBox
ic2:te:72, BatBox
ic2:te:73, CESU
ic2:te:73, CESU
ic2:te:74, MFE
ic2:te:74, MFE
ic2:te:75, MFSU
ic2:te:75, MFSU
ic2:te:76, Electrolyzer
ic2:te:77, LV-Transformer
ic2:te:78, MV-Transformer
ic2:te:79, HV-Transformer
ic2:te:80, EV-Transformer
ic2:te:81, Tank
ic2:te:82, Chunk Loader
ic2:te:83, Compact Item Buffer
ic2:te:84, Reactor Coolant Injector (RSH)
ic2:te:85, Reactor Coolant Injector (LZH)
ic2:te:86, Creative Generator
ic2:te:87, Crop
ic2:te:88, Industrial Workbench
ic2:resource:0, Basalt
ic2:resource:1, Copper Ore
ic2:resource:2, Lead Ore
ic2:resource:3, Tin Ore
ic2:resource:4, Uranium Ore
ic2:resource:5, Bronze Block
ic2:resource:6, Copper Block
ic2:resource:7, Lead Block
ic2:resource:8, Steel Block
ic2:resource:9, Tin Block
ic2:resource:10, Uranium Block
ic2:resource:11, Reinforced Stone
ic2:resource:12, Basic Machine Casing
ic2:resource:13, Advanced Machine Casing
ic2:resource:14, Reactor Pressure Vessel
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, Scaffold
ic2:scaffold:1, Reinforced Scaffold
ic2:scaffold:2, Iron Scaffold
ic2:scaffold:3, Reinforced Iron Scaffold
ic2:fence:0, Iron Fence
ic2:sheet:0, Resin Sheet
ic2:sheet:1, Rubber Sheet
ic2:sheet:2, Wool Sheet
ic2:glass:0, Reinforced Glass
ic2:foam:0, Construction Foam
ic2:foam:1, Reinforced Construction Foam
ic2:wall:0, Construction Foam Wall (Black)
ic2:wall:1, Construction Foam Wall (Blue)
ic2:wall:2, Construction Foam Wall (Brown)
ic2:wall:3, Construction Foam Wall (Cyan)
ic2:wall:4, Construction Foam Wall (Gray)
ic2:wall:5, Construction Foam Wall (Green)
ic2:wall:6, Construction Foam Wall (Light Blue)
ic2:wall:7, Construction Foam Wall (Light Gray)
ic2:wall:8, Construction Foam Wall (Lime)
ic2:wall:9, Construction Foam Wall (Magenta)
ic2:wall:10, Construction Foam Wall (Orange)
ic2:wall:11, Construction Foam Wall (Pink)
ic2:wall:12, Construction Foam Wall (Purple)
ic2:wall:13, Construction Foam Wall (Red)
ic2:wall:14, Construction Foam Wall (White)
ic2:wall:15, Construction Foam Wall (Yellow)
ic2:mining_pipe:0, Mining Pipe
ic2:reinforced_door, ic2.reinforced_door.name
ic2:uu_matter, uu_matter.name
ic2:construction_foam, construction_foam.name
ic2:coolant, coolant.name
ic2:hot_coolant, hot_coolant.name
ic2:pahoehoe_lava, pahoehoe_lava.name
